phase,status,disease_id,disease_name,chembl_id,drug_name,gene_symbol,smiles
4.0,,EFO_0000222,acute myeloid leukemia,CHEMBL608533,MIDOSTAURIN,FLT3,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
4.0,,EFO_0000222,acute myeloid leukemia,CHEMBL3301603,GILTERITINIB FUMARATE,FLT3,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1.CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1.O=C(O)/C=C/C(=O)O
4.0,,EFO_0000616,neoplasm,CHEMBL3301622,GILTERITINIB,FLT3,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1
4.0,,EFO_0000616,neoplasm,CHEMBL1287853,FEDRATINIB,FLT3,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1
4.0,,EFO_0000616,neoplasm,CHEMBL2035187,PACRITINIB,FLT3,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2
4.0,Completed,EFO_0000681,renal cell carcinoma,CHEMBL535,SUNITINIB,FLT3,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
4.0,,EFO_0000616,neoplasm,CHEMBL3813873,PEXIDARTINIB,FLT3,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1
4.0,,EFO_0002430,primary myelofibrosis,CHEMBL4297216,FEDRATINIB HYDROCHLORIDE,FLT3,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1.Cl.Cl.O
4.0,,EFO_0002430,primary myelofibrosis,CHEMBL5095049,PACRITINIB CITRATE,FLT3,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1.O=C(O)CC(O)(CC(=O)O)C(=O)O
4.0,,EFO_0000681,renal cell carcinoma,CHEMBL1200485,SORAFENIB TOSYLATE,FLT3,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1
4.0,,EFO_0000681,renal cell carcinoma,CHEMBL1567,SUNITINIB MALATE,FLT3,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O
4.0,,EFO_1000562,Tenosynovial Giant Cell Tumor,CHEMBL3989973,PEXIDARTINIB HYDROCHLORIDE,FLT3,Cl.FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1
3.0,Completed,EFO_0000182,hepatocellular carcinoma,CHEMBL1336,SORAFENIB,FLT3,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
3.0,Terminated,EFO_0000182,hepatocellular carcinoma,CHEMBL223360,LINIFANIB,FLT3,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1
3.0,"Active, not recruiting",EFO_0000220,acute lymphoblastic leukemia,CHEMBL603469,LESTAURTINIB,FLT3,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O
3.0,Recruiting,EFO_0000222,acute myeloid leukemia,CHEMBL3678958,RUSERONTINIB,FLT3,CC(C)n1c(Nc2cccnc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21
3.0,Completed,EFO_0000222,acute myeloid leukemia,CHEMBL576982,QUIZARTINIB,FLT3,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1
3.0,Recruiting,EFO_0000222,acute myeloid leukemia,CHEMBL2105728,CRENOLANIB,FLT3,CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1
3.0,Completed,EFO_0000365,colorectal adenocarcinoma,CHEMBL1278146,FAMITINIB,FLT3,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O
3.0,Completed,EFO_0000681,renal cell carcinoma,CHEMBL522892,DOVITINIB,FLT3,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1
3.0,Unknown status,EFO_0000681,renal cell carcinoma,CHEMBL3545427,CM-082,FLT3,
2.0,Completed,EFO_0000182,hepatocellular carcinoma,CHEMBL482968,ENMD-2076,FLT3,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1
2.0,Terminated,EFO_0000222,acute myeloid leukemia,CHEMBL5314391,XL-999,FLT3,CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2cccc(F)c2)c2nc(C)c[nH]2)C(=O)N3)CC1
2.0,Completed,EFO_0000349,clear cell renal carcinoma,CHEMBL124660,TANDUTINIB,FLT3,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1
2.0,Completed,EFO_0000681,renal cell carcinoma,CHEMBL1230609,FORETINIB,FLT3,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1
2.0,Completed,EFO_0000702,small cell lung carcinoma,CHEMBL2103851,AMUVATINIB,FLT3,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1
2.0,Terminated,EFO_0000756,melanoma,CHEMBL4650387,CDX-301,FLT3,
2.0,Completed,EFO_0001378,multiple myeloma,CHEMBL495727,AT-9283,FLT3,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1
2.0,Terminated,EFO_0003060,non-small cell lung carcinoma,CHEMBL3984441,NINGETINIB,FLT3,Cc1c(C(=O)Nc2ccc(Oc3ccnc4cc(OCC(C)(C)O)ccc34)c(F)c2)c(=O)n(-c2ccccc2)n1C
2.0,Completed,EFO_0003869,breast neoplasm,CHEMBL1721885,SU-014813,FLT3,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1
2.0,Completed,EFO_0002618,pancreatic carcinoma,CHEMBL52885,ENMD-981693,FLT3,Cn1cc(C2=C(c3cn(C)c4cc([N+](=O)[O-])ccc34)C(=O)NC2=O)c2ccccc21
1.0,Withdrawn,EFO_0000182,hepatocellular carcinoma,CHEMBL1944698,ZOTIRACICLIB,FLT3,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1
1.0,Completed,EFO_0000222,acute myeloid leukemia,CHEMBL4650283,FF-10101,FLT3,CCCNc1nc(Nc2ccc(C#N)cc2)ncc1C#CCCCNC(=O)[C@H](C)N(C)C(=O)/C=C/CN(C)C
1.0,Completed,EFO_0000222,acute myeloid leukemia,CHEMBL4650288,FLYSYN,FLT3,
1.0,Withdrawn,EFO_0000222,acute myeloid leukemia,CHEMBL4650295,AMG553,FLT3,
1.0,Terminated,EFO_0000222,acute myeloid leukemia,CHEMBL4790100,AKN-028,FLT3,Nc1ncc(-c2ccncc2)nc1Nc1ccc2[nH]ccc2c1
1.0,Completed,EFO_0000222,acute myeloid leukemia,CHEMBL5314406,4SC-203,FLT3,COc1ccc(C)cc1NC(=O)Nc1nc2ccc(Nc3ncnc4cc(OCCCN5CCN(C)CC5)c(OC)cc34)cc2s1
1.0,Terminated,EFO_0000222,acute myeloid leukemia,CHEMBL1908397,KW-2449,FLT3,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1
1.0,Completed,EFO_0000616,neoplasm,CHEMBL1980391,RG-1530,FLT3,COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(n[nH]c1C)N2
1.0,Terminated,MONDO_0004643,myeloid leukemia,CHEMBL2109328,IMC-EB10,FLT3,
4.0,Unknown status,EFO_0000220,acute lymphoblastic leukemia,CHEMBL1421,DASATINIB ANHYDROUS,KIT,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
4.0,,EFO_0000222,acute myeloid leukemia,CHEMBL608533,MIDOSTAURIN,KIT,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
4.0,Completed,EFO_0000339,chronic myelogenous leukemia,CHEMBL1642,IMATINIB MESYLATE,KIT,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
4.0,,EFO_0000616,neoplasm,CHEMBL1908391,MASITINIB,KIT,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1
4.0,,EFO_0000616,neoplasm,CHEMBL1946170,REGORAFENIB,KIT,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
4.0,,EFO_0000681,renal cell carcinoma,CHEMBL535,SUNITINIB,KIT,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
4.0,,EFO_0000691,sarcoma,CHEMBL1201733,PAZOPANIB HYDROCHLORIDE,KIT,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl
4.0,,EFO_0000681,renal cell carcinoma,CHEMBL1200485,SORAFENIB TOSYLATE,KIT,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1
4.0,,EFO_0000681,renal cell carcinoma,CHEMBL1567,SUNITINIB MALATE,KIT,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O
4.0,,EFO_0000681,renal cell carcinoma,CHEMBL2105756,TIVOZANIB HYDROCHLORIDE,KIT,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC.Cl.O
4.0,,EFO_0000616,neoplasm,CHEMBL3813873,PEXIDARTINIB,KIT,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1
4.0,,EFO_0000616,neoplasm,CHEMBL4204794,AVAPRITINIB,KIT,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1
4.0,,EFO_0000616,neoplasm,CHEMBL4216467,RIPRETINIB,KIT,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21
4.0,,EFO_1000562,Tenosynovial Giant Cell Tumor,CHEMBL3989973,PEXIDARTINIB HYDROCHLORIDE,KIT,Cl.FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1
3.0,"Active, not recruiting",EFO_0000182,hepatocellular carcinoma,CHEMBL1336,SORAFENIB,KIT,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
3.0,Recruiting,EFO_0000209,T-cell acute lymphoblastic leukemia,CHEMBL941,IMATINIB,KIT,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
3.0,Not yet recruiting,EFO_0000182,hepatocellular carcinoma,CHEMBL4303201,CATEQUENTINIB,KIT,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(N)CC1
3.0,Completed,EFO_0000222,acute myeloid leukemia,CHEMBL576982,QUIZARTINIB,KIT,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1
3.0,Completed,EFO_0000365,colorectal adenocarcinoma,CHEMBL1278146,FAMITINIB,KIT,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O
3.0,Completed,EFO_0000519,glioblastoma multiforme,CHEMBL491473,CEDIRANIB,KIT,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1
3.0,"Active, not recruiting",EFO_0000349,clear cell renal carcinoma,CHEMBL477772,PAZOPANIB,KIT,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
3.0,Unknown status,EFO_0000681,renal cell carcinoma,CHEMBL3545427,CM-082,KIT,
3.0,,EFO_0000616,neoplasm,CHEMBL1289494,TIVOZANIB,KIT,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC
3.0,Recruiting,EFO_0001361,pulmonary arterial hypertension,CHEMBL4650333,SERALUTINIB,KIT,COc1ccc(-c2cncc(N[C@@H](C)c3cccc(NC(=O)c4cncc(C)c4)c3)n2)cc1OC
3.0,Completed,EFO_0000681,renal cell carcinoma,CHEMBL522892,DOVITINIB,KIT,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1
3.0,Terminated,EFO_0003060,non-small cell lung carcinoma,CHEMBL572881,MOTESANIB,KIT,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21
3.0,Completed,EFO_0004288,colonic neoplasm,CHEMBL101253,VATALANIB,KIT,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
3.0,Completed,MONDO_0005575,colorectal cancer,CHEMBL276711,SEMAXANIB,KIT,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1
2.0,Completed,EFO_0000182,hepatocellular carcinoma,CHEMBL482968,ENMD-2076,KIT,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1
2.0,Terminated,EFO_0000222,acute myeloid leukemia,CHEMBL5314391,XL-999,KIT,CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2cccc(F)c2)c2nc(C)c[nH]2)C(=O)N3)CC1
2.0,Completed,EFO_0000349,clear cell renal carcinoma,CHEMBL124660,TANDUTINIB,KIT,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1
2.0,Completed,EFO_0000616,neoplasm,CHEMBL1230609,FORETINIB,KIT,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1
2.0,Completed,EFO_0000702,small cell lung carcinoma,CHEMBL2103851,AMUVATINIB,KIT,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1
2.0,Completed,EFO_0003869,breast neoplasm,CHEMBL1721885,SU-014813,KIT,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1
2.0,Completed,MONDO_0001056,gastric cancer,CHEMBL2079588,TELATINIB,KIT,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1
2.0,Completed,MONDO_0011719,gastrointestinal stromal tumor,CHEMBL3545402,XL-820,KIT,
1.0,Completed,EFO_0000616,neoplasm,CHEMBL1614710,OSI-930,KIT,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12
4.0,,EFO_0000220,acute lymphoblastic leukemia,CHEMBL1421,DASATINIB ANHYDROUS,PDGFRB,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
4.0,,EFO_0000222,acute myeloid leukemia,CHEMBL608533,MIDOSTAURIN,PDGFRB,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
4.0,Completed,EFO_0000339,chronic myelogenous leukemia,CHEMBL1642,IMATINIB MESYLATE,PDGFRB,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
4.0,,EFO_0000616,neoplasm,CHEMBL1908391,MASITINIB,PDGFRB,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1
4.0,Terminated,EFO_0000681,renal cell carcinoma,CHEMBL535,SUNITINIB,PDGFRB,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
4.0,,EFO_0000681,renal cell carcinoma,CHEMBL1201733,PAZOPANIB HYDROCHLORIDE,PDGFRB,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl
4.0,Completed,EFO_0000681,renal cell carcinoma,CHEMBL1567,SUNITINIB MALATE,PDGFRB,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O
4.0,,EFO_0000717,systemic scleroderma,CHEMBL3039504,NINTEDANIB ESYLATE,PDGFRB,CCS(=O)(=O)O.COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1
4.0,,EFO_0000616,neoplasm,CHEMBL1946170,REGORAFENIB,PDGFRB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
4.0,,EFO_0000681,renal cell carcinoma,CHEMBL1200485,SORAFENIB TOSYLATE,PDGFRB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1
4.0,,EFO_0000681,renal cell carcinoma,CHEMBL2105756,TIVOZANIB HYDROCHLORIDE,PDGFRB,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC.Cl.O
4.0,,HP_0200042,Skin ulcer,CHEMBL1201556,BECAPLERMIN,PDGFRB,
3.0,"Active, not recruiting",EFO_0000182,hepatocellular carcinoma,CHEMBL1336,SORAFENIB,PDGFRB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
3.0,Terminated,EFO_0000182,hepatocellular carcinoma,CHEMBL223360,LINIFANIB,PDGFRB,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1
3.0,Not yet recruiting,EFO_0000182,hepatocellular carcinoma,CHEMBL4303201,CATEQUENTINIB,PDGFRB,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(N)CC1
3.0,Terminated,EFO_0000182,hepatocellular carcinoma,CHEMBL274654,ORANTINIB,PDGFRB,Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O
3.0,Recruiting,EFO_0000209,T-cell acute lymphoblastic leukemia,CHEMBL941,IMATINIB,PDGFRB,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
3.0,Recruiting,EFO_0000222,acute myeloid leukemia,CHEMBL2105728,CRENOLANIB,PDGFRB,CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1
3.0,Withdrawn,EFO_0000222,acute myeloid leukemia,CHEMBL576982,QUIZARTINIB,PDGFRB,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1
3.0,"Active, not recruiting",EFO_0000349,clear cell renal carcinoma,CHEMBL477772,PAZOPANIB,PDGFRB,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
3.0,Completed,EFO_0000365,colorectal adenocarcinoma,CHEMBL1278146,FAMITINIB,PDGFRB,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O
3.0,,EFO_0000616,neoplasm,CHEMBL491473,CEDIRANIB,PDGFRB,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1
3.0,,EFO_0000616,neoplasm,CHEMBL502835,NINTEDANIB,PDGFRB,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1
3.0,Unknown status,EFO_0000681,renal cell carcinoma,CHEMBL3545427,CM-082,PDGFRB,
3.0,,EFO_0000616,neoplasm,CHEMBL1289494,TIVOZANIB,PDGFRB,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC
3.0,Recruiting,EFO_0001361,pulmonary arterial hypertension,CHEMBL4650333,SERALUTINIB,PDGFRB,COc1ccc(-c2cncc(N[C@@H](C)c3cccc(NC(=O)c4cncc(C)c4)c3)n2)cc1OC
3.0,Completed,EFO_0000681,renal cell carcinoma,CHEMBL522892,DOVITINIB,PDGFRB,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1
3.0,Terminated,EFO_0003060,non-small cell lung carcinoma,CHEMBL572881,MOTESANIB,PDGFRB,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21
3.0,Completed,EFO_0004288,colonic neoplasm,CHEMBL101253,VATALANIB,PDGFRB,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
2.0,Terminated,EFO_0000222,acute myeloid leukemia,CHEMBL5314391,XL-999,PDGFRB,CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2cccc(F)c2)c2nc(C)c[nH]2)C(=O)N3)CC1
2.0,Completed,EFO_0000349,clear cell renal carcinoma,CHEMBL124660,TANDUTINIB,PDGFRB,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1
2.0,Completed,EFO_0000616,neoplasm,CHEMBL1230609,FORETINIB,PDGFRB,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1
2.0,Terminated,EFO_0001365,age-related macular degeneration,CHEMBL3545316,RINUCUMAB,PDGFRB,
2.0,Completed,EFO_0002618,pancreatic carcinoma,CHEMBL52885,ENMD-981693,PDGFRB,Cn1cc(C2=C(c3cn(C)c4cc([N+](=O)[O-])ccc34)C(=O)NC2=O)c2ccccc21
2.0,Terminated,EFO_0003839,retinopathy,CHEMBL3545401,X-82,PDGFRB,
